City,Date,Sunup,Sundown
toronto,2012-01-06,07:50,16:55
toronto,2012-01-07,07:50,16:56
toronto,2012-01-08,07:50,16:57
toronto,2012-01-09,07:50,16:58
toronto,2012-01-10,07:50,16:59
toronto,2012-01-11,07:49,17:01
toronto,2012-01-12,07:49,17:02
toronto,2012-01-13,07:49,17:03
toronto,2012-01-14,07:48,17:04
toronto,2012-01-15,07:48,17:05
toronto,2012-01-16,07:47,17:07
toronto,2012-01-17,07:47,17:08
toronto,2012-01-18,07:46,17:09
toronto,2012-01-19,07:45,17:10
toronto,2012-01-20,07:45,17:12
toronto,2012-01-21,07:44,17:13
toronto,2012-01-22,07:43,17:14
toronto,2012-01-23,07:43,17:15
toronto,2012-01-24,07:42,17:17
toronto,2012-01-25,07:41,17:18
toronto,2012-01-26,07:40,17:19
toronto,2012-01-27,07:39,17:21
toronto,2012-01-28,07:38,17:22
toronto,2012-01-29,07:37,17:23
toronto,2012-01-30,07:36,17:25
toronto,2012-01-31,07:35,17:26
toronto,2012-02-01,07:34,17:28
toronto,2012-02-02,07:33,17:29
toronto,2012-02-03,07:32,17:30
toronto,2012-02-04,07:31,17:32
toronto,2012-02-05,07:30,17:33
toronto,2012-02-06,07:28,17:34
toronto,2012-02-07,07:27,17:36
toronto,2012-02-08,07:26,17:37
toronto,2012-02-09,07:25,17:38
toronto,2012-02-10,07:23,17:40
toronto,2012-02-11,07:22,17:41
toronto,2012-02-12,07:21,17:43
toronto,2012-02-13,07:19,17:44
toronto,2012-02-14,07:18,17:45
toronto,2012-02-15,07:16,17:47
toronto,2012-02-16,07:15,17:48
toronto,2012-02-17,07:13,17:49
toronto,2012-02-18,07:12,17:51
toronto,2012-02-19,07:10,17:52
toronto,2012-02-20,07:09,17:53
toronto,2012-02-21,07:07,17:55
toronto,2012-02-22,07:06,17:56
toronto,2012-02-23,07:04,17:57
toronto,2012-02-24,07:03,17:59
toronto,2012-02-25,07:01,18:00
toronto,2012-02-26,06:59,18:01
toronto,2012-02-27,06:58,18:03
toronto,2012-02-28,06:56,18:04
toronto,2012-02-29,06:54,18:05
toronto,2012-03-01,06:53,18:06
toronto,2012-03-02,06:51,18:08
toronto,2012-03-03,06:49,18:09
toronto,2012-03-04,06:48,18:10
toronto,2012-03-05,06:46,18:11
toronto,2012-03-06,06:44,18:13
toronto,2012-03-07,06:43,18:14
toronto,2012-03-08,06:41,18:15
toronto,2012-03-09,06:39,18:16
toronto,2012-03-10,06:37,18:18
toronto,2012-03-11,07:35,19:19
toronto,2012-03-12,07:34,19:20
toronto,2012-03-13,07:32,19:21
toronto,2012-03-14,07:30,19:23
toronto,2012-03-15,07:28,19:24
toronto,2012-03-16,07:27,19:25
toronto,2012-03-17,07:25,19:26
toronto,2012-03-18,07:23,19:28
toronto,2012-03-19,07:21,19:29
toronto,2012-03-20,07:19,19:30
toronto,2012-03-21,07:18,19:31
toronto,2012-03-22,07:16,19:32
toronto,2012-03-23,07:14,19:34
toronto,2012-03-24,07:12,19:35
toronto,2012-03-25,07:10,19:36
toronto,2012-03-26,07:09,19:37
toronto,2012-03-27,07:07,19:38
toronto,2012-03-28,07:05,19:40
toronto,2012-03-29,07:03,19:41
toronto,2012-03-30,07:01,19:42
toronto,2012-03-31,07:00,19:43
toronto,2012-04-01,06:58,19:44
toronto,2012-04-02,06:56,19:46
toronto,2012-04-03,06:54,19:47
toronto,2012-04-04,06:52,19:48
toronto,2012-04-05,06:51,19:49
toronto,2012-04-06,06:49,19:50
toronto,2012-04-07,06:47,19:52
toronto,2012-04-08,06:45,19:53
toronto,2012-04-09,06:44,19:54
toronto,2012-04-10,06:42,19:55
toronto,2012-04-11,06:40,19:56
toronto,2012-04-12,06:39,19:57
toronto,2012-04-13,06:37,19:59
toronto,2012-04-14,06:35,20:00
toronto,2012-04-15,06:34,20:01
toronto,2012-04-16,06:32,20:02
toronto,2012-04-17,06:30,20:03
toronto,2012-04-18,06:29,20:05
toronto,2012-04-19,06:27,20:06
toronto,2012-04-20,06:25,20:07
toronto,2012-04-21,06:24,20:08
toronto,2012-04-22,06:22,20:09
toronto,2012-04-23,06:21,20:11
toronto,2012-04-24,06:19,20:12
toronto,2012-04-25,06:18,20:13
toronto,2012-04-26,06:16,20:14
toronto,2012-04-27,06:15,20:15
toronto,2012-04-28,06:13,20:17
toronto,2012-04-29,06:12,20:18
toronto,2012-04-30,06:10,20:19
toronto,2012-05-01,06:09,20:20
toronto,2012-05-02,06:07,20:21
toronto,2012-05-03,06:06,20:22
toronto,2012-05-04,06:05,20:24
toronto,2012-05-05,06:03,20:25
toronto,2012-05-06,06:02,20:26
toronto,2012-05-07,06:01,20:27
toronto,2012-05-08,06:00,20:28
toronto,2012-05-09,05:58,20:29
toronto,2012-05-10,05:57,20:30
toronto,2012-05-11,05:56,20:32
toronto,2012-05-12,05:55,20:33
toronto,2012-05-13,05:54,20:34
toronto,2012-05-14,05:53,20:35
toronto,2012-05-15,05:52,20:36
toronto,2012-05-16,05:50,20:37
toronto,2012-05-17,05:49,20:38
toronto,2012-05-18,05:48,20:39
toronto,2012-05-19,05:48,20:40
toronto,2012-05-20,05:47,20:41
toronto,2012-05-21,05:46,20:42
toronto,2012-05-22,05:45,20:43
toronto,2012-05-23,05:44,20:44
toronto,2012-05-24,05:43,20:45
toronto,2012-05-25,05:43,20:46
toronto,2012-05-26,05:42,20:47
toronto,2012-05-27,05:41,20:48
toronto,2012-05-28,05:40,20:49
toronto,2012-05-29,05:40,20:50
toronto,2012-05-30,05:39,20:50
toronto,2012-05-31,05:39,20:51
toronto,2012-06-01,05:38,20:52
toronto,2012-06-02,05:38,20:53
toronto,2012-06-03,05:37,20:54
toronto,2012-06-04,05:37,20:54
toronto,2012-06-05,05:37,20:55
toronto,2012-06-06,05:36,20:56
toronto,2012-06-07,05:36,20:56
toronto,2012-06-08,05:36,20:57
toronto,2012-06-09,05:35,20:58
toronto,2012-06-10,05:35,20:58
toronto,2012-06-11,05:35,20:59
toronto,2012-06-12,05:35,20:59
toronto,2012-06-13,05:35,21:00
toronto,2012-06-14,05:35,21:00
toronto,2012-06-15,05:35,21:00
toronto,2012-06-16,05:35,21:01
toronto,2012-06-17,05:35,21:01
toronto,2012-06-18,05:35,21:02
toronto,2012-06-19,05:35,21:02
toronto,2012-06-20,05:35,21:02
toronto,2012-06-21,05:36,21:02
toronto,2012-06-22,05:36,21:02
toronto,2012-06-23,05:36,21:03
toronto,2012-06-24,05:37,21:03
toronto,2012-06-25,05:37,21:03
toronto,2012-06-26,05:37,21:03
toronto,2012-06-27,05:38,21:03
toronto,2012-06-28,05:38,21:03
toronto,2012-06-29,05:39,21:02
toronto,2012-06-30,05:39,21:02
toronto,2012-07-01,05:40,21:02
toronto,2012-07-02,05:40,21:02
toronto,2012-07-03,05:41,21:02
toronto,2012-07-04,05:41,21:01
toronto,2012-07-05,05:42,21:01
toronto,2012-07-06,05:43,21:01
toronto,2012-07-07,05:43,21:00
toronto,2012-07-08,05:44,21:00
toronto,2012-07-09,05:45,20:59
toronto,2012-07-10,05:46,20:59
toronto,2012-07-11,05:46,20:58
toronto,2012-07-12,05:47,20:58
toronto,2012-07-13,05:48,20:57
toronto,2012-07-14,05:49,20:57
toronto,2012-07-15,05:50,20:56
toronto,2012-07-16,05:51,20:55
toronto,2012-07-17,05:52,20:54
toronto,2012-07-18,05:52,20:54
toronto,2012-07-19,05:53,20:53
toronto,2012-07-20,05:54,20:52
toronto,2012-07-21,05:55,20:51
toronto,2012-07-22,05:56,20:50
toronto,2012-07-23,05:57,20:49
toronto,2012-07-24,05:58,20:48
toronto,2012-07-25,05:59,20:47
toronto,2012-07-26,06:00,20:46
toronto,2012-07-27,06:01,20:45
toronto,2012-07-28,06:02,20:44
toronto,2012-07-29,06:03,20:43
toronto,2012-07-30,06:05,20:42
toronto,2012-07-31,06:06,20:40
toronto,2012-08-01,06:07,20:39
toronto,2012-08-02,06:08,20:38
toronto,2012-08-03,06:09,20:37
toronto,2012-08-04,06:10,20:35
toronto,2012-08-05,06:11,20:34
toronto,2012-08-06,06:12,20:33
toronto,2012-08-07,06:13,20:31
toronto,2012-08-08,06:14,20:30
toronto,2012-08-09,06:15,20:29
toronto,2012-08-10,06:17,20:27
toronto,2012-08-11,06:18,20:26
toronto,2012-08-12,06:19,20:24
toronto,2012-08-13,06:20,20:23
toronto,2012-08-14,06:21,20:21
toronto,2012-08-15,06:22,20:20
toronto,2012-08-16,06:23,20:18
toronto,2012-08-17,06:24,20:17
toronto,2012-08-18,06:26,20:15
toronto,2012-08-19,06:27,20:14
toronto,2012-08-20,06:28,20:12
toronto,2012-08-21,06:29,20:10
toronto,2012-08-22,06:30,20:09
toronto,2012-08-23,06:31,20:07
toronto,2012-08-24,06:32,20:05
toronto,2012-08-25,06:33,20:04
toronto,2012-08-26,06:35,20:02
toronto,2012-08-27,06:36,20:00
toronto,2012-08-28,06:37,19:59
toronto,2012-08-29,06:38,19:57
toronto,2012-08-30,06:39,19:55
toronto,2012-08-31,06:40,19:53
toronto,2012-09-01,06:41,19:52
toronto,2012-09-02,06:42,19:50
toronto,2012-09-03,06:43,19:48
toronto,2012-09-04,06:45,19:46
toronto,2012-09-05,06:46,19:44
toronto,2012-09-06,06:47,19:43
toronto,2012-09-07,06:48,19:41
toronto,2012-09-08,06:49,19:39
toronto,2012-09-09,06:50,19:37
toronto,2012-09-10,06:51,19:35
toronto,2012-09-11,06:52,19:34
toronto,2012-09-12,06:54,19:32
toronto,2012-09-13,06:55,19:30
toronto,2012-09-14,06:56,19:28
toronto,2012-09-15,06:57,19:26
toronto,2012-09-16,06:58,19:24
toronto,2012-09-17,06:59,19:23
toronto,2012-09-18,07:00,19:21
toronto,2012-09-19,07:01,19:19
toronto,2012-09-20,07:03,19:17
toronto,2012-09-21,07:04,19:15
toronto,2012-09-22,07:05,19:13
toronto,2012-09-23,07:06,19:12
toronto,2012-09-24,07:07,19:10
toronto,2012-09-25,07:08,19:08
toronto,2012-09-26,07:09,19:06
toronto,2012-09-27,07:10,19:04
toronto,2012-09-28,07:12,19:03
toronto,2012-09-29,07:13,19:01
toronto,2012-09-30,07:14,18:59
toronto,2012-10-01,07:15,18:57
toronto,2012-10-02,07:16,18:55
toronto,2012-10-03,07:17,18:54
toronto,2012-10-04,07:19,18:52
toronto,2012-10-05,07:20,18:50
toronto,2012-10-06,07:21,18:48
toronto,2012-10-07,07:22,18:46
toronto,2012-10-08,07:23,18:45
toronto,2012-10-09,07:25,18:43
toronto,2012-10-10,07:26,18:41
toronto,2012-10-11,07:27,18:40
toronto,2012-10-12,07:28,18:38
toronto,2012-10-13,07:29,18:36
toronto,2012-10-14,07:31,18:34
toronto,2012-10-15,07:32,18:33
toronto,2012-10-16,07:33,18:31
toronto,2012-10-17,07:34,18:30
toronto,2012-10-18,07:36,18:28
toronto,2012-10-19,07:37,18:26
toronto,2012-10-20,07:38,18:25
toronto,2012-10-21,07:39,18:23
toronto,2012-10-22,07:41,18:22
toronto,2012-10-23,07:42,18:20
toronto,2012-10-24,07:43,18:19
toronto,2012-10-25,07:44,18:17
toronto,2012-10-26,07:46,18:16
toronto,2012-10-27,07:47,18:14
toronto,2012-10-28,07:48,18:13
toronto,2012-10-29,07:50,18:11
toronto,2012-10-30,07:51,18:10
toronto,2012-10-31,07:52,18:09
toronto,2012-11-01,07:53,18:07
toronto,2012-11-02,07:55,18:06
toronto,2012-11-03,07:56,18:05
toronto,2012-11-04,06:57,17:03
toronto,2012-11-05,06:59,17:02
toronto,2012-11-06,07:00,17:01
toronto,2012-11-07,07:01,17:00
toronto,2012-11-08,07:03,16:59
toronto,2012-11-09,07:04,16:57
toronto,2012-11-10,07:05,16:56
toronto,2012-11-11,07:07,16:55
toronto,2012-11-12,07:08,16:54
toronto,2012-11-13,07:09,16:53
toronto,2012-11-14,07:10,16:52
toronto,2012-11-15,07:12,16:51
toronto,2012-11-16,07:13,16:50
toronto,2012-11-17,07:14,16:50
toronto,2012-11-18,07:16,16:49
toronto,2012-11-19,07:17,16:48
toronto,2012-11-20,07:18,16:47
toronto,2012-11-21,07:19,16:46
toronto,2012-11-22,07:21,16:46
toronto,2012-11-23,07:22,16:45
toronto,2012-11-24,07:23,16:44
toronto,2012-11-25,07:24,16:44
toronto,2012-11-26,07:25,16:43
toronto,2012-11-27,07:27,16:43
toronto,2012-11-28,07:28,16:42
toronto,2012-11-29,07:29,16:42
toronto,2012-11-30,07:30,16:42
toronto,2012-12-01,07:31,16:41
toronto,2012-12-02,07:32,16:41
toronto,2012-12-03,07:33,16:41
toronto,2012-12-04,07:34,16:40
toronto,2012-12-05,07:35,16:40
toronto,2012-12-06,07:36,16:40
toronto,2012-12-07,07:37,16:40
toronto,2012-12-08,07:38,16:40
toronto,2012-12-09,07:39,16:40
toronto,2012-12-10,07:40,16:40
toronto,2012-12-11,07:41,16:40
toronto,2012-12-12,07:42,16:40
toronto,2012-12-13,07:42,16:40
toronto,2012-12-14,07:43,16:41
toronto,2012-12-15,07:44,16:41
toronto,2012-12-16,07:45,16:41
toronto,2012-12-17,07:45,16:42
toronto,2012-12-18,07:46,16:42
toronto,2012-12-19,07:46,16:42
toronto,2012-12-20,07:47,16:43
toronto,2012-12-21,07:48,16:43
toronto,2012-12-22,07:48,16:44
toronto,2012-12-23,07:48,16:44
toronto,2012-12-24,07:49,16:45
toronto,2012-12-25,07:49,16:46
toronto,2012-12-26,07:50,16:46
toronto,2012-12-27,07:50,16:47
toronto,2012-12-28,07:50,16:48
toronto,2012-12-29,07:50,16:49
toronto,2012-12-30,07:50,16:49
toronto,2012-12-31,07:51,16:50
toronto,2013-01-01,07:51,16:51
toronto,2013-01-02,07:51,16:52
toronto,2013-01-03,07:51,16:53
toronto,2013-01-04,07:51,16:54
toronto,2013-01-05,07:50,16:55
toronto,2013-01-06,07:50,16:56
toronto,2013-01-07,07:50,16:57
toronto,2013-01-08,07:50,16:58
toronto,2013-01-09,07:50,16:59
toronto,2013-01-10,07:49,17:00
toronto,2013-01-11,07:49,17:01
toronto,2013-01-12,07:49,17:03
toronto,2013-01-13,07:48,17:04
toronto,2013-01-14,07:48,17:05
toronto,2013-01-15,07:47,17:06
toronto,2013-01-16,07:47,17:07
toronto,2013-01-17,07:46,17:09
toronto,2013-01-18,07:46,17:10
toronto,2013-01-19,07:45,17:11
toronto,2013-01-20,07:44,17:13
toronto,2013-01-21,07:44,17:14
toronto,2013-01-22,07:43,17:15
toronto,2013-01-23,07:42,17:16
toronto,2013-01-24,07:41,17:18
toronto,2013-01-25,07:40,17:19
toronto,2013-01-26,07:39,17:20
toronto,2013-01-27,07:38,17:22
toronto,2013-01-28,07:37,17:23
toronto,2013-01-29,07:36,17:24
toronto,2013-01-30,07:35,17:26
toronto,2013-01-31,07:34,17:27
toronto,2013-02-01,07:33,17:29
toronto,2013-02-02,07:32,17:30
toronto,2013-02-03,07:31,17:31
toronto,2013-02-04,07:30,17:33
toronto,2013-02-05,07:29,17:34
toronto,2013-02-06,07:27,17:35
toronto,2013-02-07,07:26,17:37
toronto,2013-02-08,07:25,17:38
toronto,2013-02-09,07:24,17:39
toronto,2013-02-10,07:22,17:41
toronto,2013-02-11,07:21,17:42
toronto,2013-02-12,07:19,17:44
toronto,2013-02-13,07:18,17:45
toronto,2013-02-14,07:17,17:46
toronto,2013-02-15,07:15,17:48
toronto,2013-02-16,07:14,17:49
toronto,2013-02-17,07:12,17:50
toronto,2013-02-18,07:11,17:52
toronto,2013-02-19,07:09,17:53
toronto,2013-02-20,07:08,17:54
toronto,2013-02-21,07:06,17:56
toronto,2013-02-22,07:05,17:57
toronto,2013-02-23,07:03,17:58
toronto,2013-02-24,07:01,18:00
toronto,2013-02-25,07:00,18:01
toronto,2013-02-26,06:58,18:02
toronto,2013-02-27,06:57,18:03
toronto,2013-02-28,06:55,18:05
toronto,2013-03-01,06:53,18:06
toronto,2013-03-02,06:51,18:07
toronto,2013-03-03,06:50,18:09
toronto,2013-03-04,06:48,18:10
toronto,2013-03-05,06:46,18:11
toronto,2013-03-06,06:45,18:12
toronto,2013-03-07,06:43,18:14
toronto,2013-03-08,06:41,18:15
toronto,2013-03-09,06:39,18:16
toronto,2013-03-10,07:38,19:17
toronto,2013-03-11,07:36,19:19
toronto,2013-03-12,07:34,19:20
toronto,2013-03-13,07:32,19:21
toronto,2013-03-14,07:31,19:22
toronto,2013-03-15,07:29,19:24
toronto,2013-03-16,07:27,19:25
toronto,2013-03-17,07:25,19:26
toronto,2013-03-18,07:23,19:27
toronto,2013-03-19,07:22,19:28
toronto,2013-03-20,07:20,19:30
toronto,2013-03-21,07:18,19:31
toronto,2013-03-22,07:16,19:32
toronto,2013-03-23,07:14,19:33
toronto,2013-03-24,07:13,19:34
toronto,2013-03-25,07:11,19:36
toronto,2013-03-26,07:09,19:37
toronto,2013-03-27,07:07,19:38
toronto,2013-03-28,07:05,19:39
toronto,2013-03-29,07:04,19:40
toronto,2013-03-30,07:02,19:42
toronto,2013-03-31,07:00,19:43
toronto,2013-04-01,06:58,19:44
toronto,2013-04-02,06:56,19:45
toronto,2013-04-03,06:55,19:46
toronto,2013-04-04,06:53,19:48
toronto,2013-04-05,06:51,19:49
toronto,2013-04-06,06:49,19:50
toronto,2013-04-07,06:48,19:51
toronto,2013-04-08,06:46,19:52
toronto,2013-04-09,06:44,19:54
toronto,2013-04-10,06:42,19:55
toronto,2013-04-11,06:41,19:56
toronto,2013-04-12,06:39,19:57
toronto,2013-04-13,06:37,19:58
toronto,2013-04-14,06:36,20:00
toronto,2013-04-15,06:34,20:01
toronto,2013-04-16,06:32,20:02
toronto,2013-04-17,06:31,20:03
toronto,2013-04-18,06:29,20:04
toronto,2013-04-19,06:27,20:06
toronto,2013-04-20,06:26,20:07
toronto,2013-04-21,06:24,20:08
toronto,2013-04-22,06:23,20:09
toronto,2013-04-23,06:21,20:10
toronto,2013-04-24,06:19,20:11
toronto,2013-04-25,06:18,20:13
toronto,2013-04-26,06:16,20:14
toronto,2013-04-27,06:15,20:15
toronto,2013-04-28,06:13,20:16
toronto,2013-04-29,06:12,20:17
toronto,2013-04-30,06:11,20:19
toronto,2013-05-01,06:09,20:20
toronto,2013-05-02,06:08,20:21
toronto,2013-05-03,06:06,20:22
toronto,2013-05-04,06:05,20:23
toronto,2013-05-05,06:04,20:24
toronto,2013-05-06,06:02,20:26
toronto,2013-05-07,06:01,20:27
toronto,2013-05-08,06:00,20:28
toronto,2013-05-09,05:59,20:29
toronto,2013-05-10,05:57,20:30
toronto,2013-05-11,05:56,20:31
toronto,2013-05-12,05:55,20:32
toronto,2013-05-13,05:54,20:33
toronto,2013-05-14,05:53,20:35
toronto,2013-05-15,05:52,20:36
toronto,2013-05-16,05:51,20:37
toronto,2013-05-17,05:50,20:38
toronto,2013-05-18,05:49,20:39
toronto,2013-05-19,05:48,20:40
toronto,2013-05-20,05:47,20:41
toronto,2013-05-21,05:46,20:42
toronto,2013-05-22,05:45,20:43
toronto,2013-05-23,05:44,20:44
toronto,2013-05-24,05:43,20:45
toronto,2013-05-25,05:43,20:46
toronto,2013-05-26,05:42,20:47
toronto,2013-05-27,05:41,20:48
toronto,2013-05-28,05:41,20:49
toronto,2013-05-29,05:40,20:49
toronto,2013-05-30,05:39,20:50
toronto,2013-05-31,05:39,20:51
toronto,2013-06-01,05:38,20:52
toronto,2013-06-02,05:38,20:53
toronto,2013-06-03,05:37,20:53
toronto,2013-06-04,05:37,20:54
toronto,2013-06-05,05:37,20:55
toronto,2013-06-06,05:36,20:56
toronto,2013-06-07,05:36,20:56
toronto,2013-06-08,05:36,20:57
toronto,2013-06-09,05:35,20:57
toronto,2013-06-10,05:35,20:58
toronto,2013-06-11,05:35,20:59
toronto,2013-06-12,05:35,20:59
toronto,2013-06-13,05:35,21:00
toronto,2013-06-14,05:35,21:00
toronto,2013-06-15,05:35,21:00
toronto,2013-06-16,05:35,21:01
toronto,2013-06-17,05:35,21:01
toronto,2013-06-18,05:35,21:01
toronto,2013-06-19,05:35,21:02
toronto,2013-06-20,05:35,21:02
toronto,2013-06-21,05:36,21:02
toronto,2013-06-22,05:36,21:02
toronto,2013-06-23,05:36,21:02
toronto,2013-06-24,05:36,21:03
toronto,2013-06-25,05:37,21:03
toronto,2013-06-26,05:37,21:03
toronto,2013-06-27,05:38,21:03
toronto,2013-06-28,05:38,21:03
toronto,2013-06-29,05:38,21:02
toronto,2013-06-30,05:39,21:02
toronto,2013-07-01,05:39,21:02
toronto,2013-07-02,05:40,21:02
toronto,2013-07-03,05:41,21:02
toronto,2013-07-04,05:41,21:01
toronto,2013-07-05,05:42,21:01
toronto,2013-07-06,05:43,21:01
toronto,2013-07-07,05:43,21:00
toronto,2013-07-08,05:44,21:00
toronto,2013-07-09,05:45,21:00
toronto,2013-07-10,05:45,20:59
toronto,2013-07-11,05:46,20:58
toronto,2013-07-12,05:47,20:58
toronto,2013-07-13,05:48,20:57
toronto,2013-07-14,05:49,20:57
toronto,2013-07-15,05:50,20:56
toronto,2013-07-16,05:50,20:55
toronto,2013-07-17,05:51,20:55
toronto,2013-07-18,05:52,20:54
toronto,2013-07-19,05:53,20:53
toronto,2013-07-20,05:54,20:52
toronto,2013-07-21,05:55,20:51
toronto,2013-07-22,05:56,20:50
toronto,2013-07-23,05:57,20:49
toronto,2013-07-24,05:58,20:48
toronto,2013-07-25,05:59,20:47
toronto,2013-07-26,06:00,20:46
toronto,2013-07-27,06:01,20:45
toronto,2013-07-28,06:02,20:44
toronto,2013-07-29,06:03,20:43
toronto,2013-07-30,06:04,20:42
toronto,2013-07-31,06:05,20:41
toronto,2013-08-01,06:06,20:40
toronto,2013-08-02,06:07,20:38
toronto,2013-08-03,06:09,20:37
toronto,2013-08-04,06:10,20:36
toronto,2013-08-05,06:11,20:34
toronto,2013-08-06,06:12,20:33
toronto,2013-08-07,06:13,20:32
toronto,2013-08-08,06:14,20:30
toronto,2013-08-09,06:15,20:29
toronto,2013-08-10,06:16,20:28
toronto,2013-08-11,06:17,20:26
toronto,2013-08-12,06:19,20:25
toronto,2013-08-13,06:20,20:23
toronto,2013-08-14,06:21,20:22
toronto,2013-08-15,06:22,20:20
toronto,2013-08-16,06:23,20:19
toronto,2013-08-17,06:24,20:17
toronto,2013-08-18,06:25,20:16
toronto,2013-08-19,06:26,20:14
toronto,2013-08-20,06:27,20:12
toronto,2013-08-21,06:29,20:11
toronto,2013-08-22,06:30,20:09
toronto,2013-08-23,06:31,20:07
toronto,2013-08-24,06:32,20:06
toronto,2013-08-25,06:33,20:04
toronto,2013-08-26,06:34,20:02
toronto,2013-08-27,06:35,20:01
toronto,2013-08-28,06:36,19:59
toronto,2013-08-29,06:38,19:57
toronto,2013-08-30,06:39,19:56
toronto,2013-08-31,06:40,19:54
toronto,2013-09-01,06:41,19:52
toronto,2013-09-02,06:42,19:50
toronto,2013-09-03,06:43,19:48
toronto,2013-09-04,06:44,19:47
toronto,2013-09-05,06:45,19:45
toronto,2013-09-06,06:47,19:43
toronto,2013-09-07,06:48,19:41
toronto,2013-09-08,06:49,19:40
toronto,2013-09-09,06:50,19:38
toronto,2013-09-10,06:51,19:36
toronto,2013-09-11,06:52,19:34
toronto,2013-09-12,06:53,19:32
toronto,2013-09-13,06:54,19:30
toronto,2013-09-14,06:56,19:29
toronto,2013-09-15,06:57,19:27
toronto,2013-09-16,06:58,19:25
toronto,2013-09-17,06:59,19:23
toronto,2013-09-18,07:00,19:21
toronto,2013-09-19,07:01,19:19
toronto,2013-09-20,07:02,19:18
toronto,2013-09-21,07:03,19:16
toronto,2013-09-22,07:05,19:14
toronto,2013-09-23,07:06,19:12
toronto,2013-09-24,07:07,19:10
toronto,2013-09-25,07:08,19:08
toronto,2013-09-26,07:09,19:07
toronto,2013-09-27,07:10,19:05
toronto,2013-09-28,07:11,19:03
toronto,2013-09-29,07:13,19:01
toronto,2013-09-30,07:14,18:59
toronto,2013-10-01,07:15,18:58
toronto,2013-10-02,07:16,18:56
toronto,2013-10-03,07:17,18:54
toronto,2013-10-04,07:18,18:52
toronto,2013-10-05,07:20,18:50
toronto,2013-10-06,07:21,18:49
toronto,2013-10-07,07:22,18:47
toronto,2013-10-08,07:23,18:45
toronto,2013-10-09,07:24,18:43
toronto,2013-10-10,07:25,18:42
toronto,2013-10-11,07:27,18:40
toronto,2013-10-12,07:28,18:38
toronto,2013-10-13,07:29,18:37
toronto,2013-10-14,07:30,18:35
toronto,2013-10-15,07:32,18:33
toronto,2013-10-16,07:33,18:32
toronto,2013-10-17,07:34,18:30
toronto,2013-10-18,07:35,18:28
toronto,2013-10-19,07:36,18:27
toronto,2013-10-20,07:38,18:25
toronto,2013-10-21,07:39,18:24
toronto,2013-10-22,07:40,18:22
toronto,2013-10-23,07:42,18:20
toronto,2013-10-24,07:43,18:19
toronto,2013-10-25,07:44,18:17
toronto,2013-10-26,07:45,18:16
toronto,2013-10-27,07:47,18:14
toronto,2013-10-28,07:48,18:13
toronto,2013-10-29,07:49,18:12
toronto,2013-10-30,07:51,18:10
toronto,2013-10-31,07:52,18:09
toronto,2013-11-01,07:53,18:08
toronto,2013-11-02,07:54,18:06
toronto,2013-11-03,06:56,17:05
toronto,2013-11-04,06:57,17:04
toronto,2013-11-05,06:58,17:02
toronto,2013-11-06,07:00,17:01
toronto,2013-11-07,07:01,17:00
toronto,2013-11-08,07:02,16:59
toronto,2013-11-09,07:04,16:58
toronto,2013-11-10,07:05,16:57
toronto,2013-11-11,07:06,16:56
toronto,2013-11-12,07:08,16:54
toronto,2013-11-13,07:09,16:53
toronto,2013-11-14,07:10,16:52
toronto,2013-11-15,07:11,16:52
toronto,2013-11-16,07:13,16:51
toronto,2013-11-17,07:14,16:50
toronto,2013-11-18,07:15,16:49
toronto,2013-11-19,07:17,16:48
toronto,2013-11-20,07:18,16:47
toronto,2013-11-21,07:19,16:47
toronto,2013-11-22,07:20,16:46
toronto,2013-11-23,07:21,16:45
toronto,2013-11-24,07:23,16:45
toronto,2013-11-25,07:24,16:44
toronto,2013-11-26,07:25,16:43
toronto,2013-11-27,07:26,16:43
toronto,2013-11-28,07:27,16:42
toronto,2013-11-29,07:29,16:42
toronto,2013-11-30,07:30,16:42
toronto,2013-12-01,07:31,16:41
toronto,2013-12-02,07:32,16:41
toronto,2013-12-03,07:33,16:41
toronto,2013-12-04,07:34,16:41
toronto,2013-12-05,07:35,16:40
toronto,2013-12-06,07:36,16:40
toronto,2013-12-07,07:37,16:40
toronto,2013-12-08,07:38,16:40
toronto,2013-12-09,07:39,16:40
toronto,2013-12-10,07:40,16:40
toronto,2013-12-11,07:41,16:40
toronto,2013-12-12,07:41,16:40
toronto,2013-12-13,07:42,16:40
toronto,2013-12-14,07:43,16:41
toronto,2013-12-15,07:44,16:41
toronto,2013-12-16,07:44,16:41
toronto,2013-12-17,07:45,16:41
toronto,2013-12-18,07:46,16:42
toronto,2013-12-19,07:46,16:42
toronto,2013-12-20,07:47,16:43
toronto,2013-12-21,07:47,16:43
toronto,2013-12-22,07:48,16:44
toronto,2013-12-23,07:48,16:44
toronto,2013-12-24,07:49,16:45
toronto,2013-12-25,07:49,16:46
toronto,2013-12-26,07:49,16:46
toronto,2013-12-27,07:50,16:47
toronto,2013-12-28,07:50,16:48
toronto,2013-12-29,07:50,16:48
toronto,2013-12-30,07:50,16:49
toronto,2013-12-31,07:50,16:50
toronto,2014-01-01,07:51,16:51
toronto,2014-01-02,07:51,16:52
toronto,2014-01-03,07:51,16:53
toronto,2014-01-04,07:51,16:54
toronto,2014-01-05,07:51,16:55
toronto,2014-01-06,07:50,16:56
toronto,2014-01-07,07:50,16:57
toronto,2014-01-08,07:50,16:58
toronto,2014-01-09,07:50,16:59
toronto,2014-01-10,07:49,17:00
